Tweet,Suicide,Cleaned_Tweet
Damn I fucken hate shopping bc then I feel sooooo broke. Like I canât even enjoy myself anymore,Potential Suicide post ,damn fucken hate shopping bc feel sooooo broke like cant even enjoy anymore
i am great and wonderful i am worth it except not enough to be anyones first choice everyone tells me how wonderful i am but not enough to be loved like i love others i put aside everything for people but i am too crazy to hold a job too nothing to be really loved i am not entitled and i dont even have the right to die on my own terms and i am an asshole for being angry about it for being upset that i am there when other people treat me like shit and cant be bothered wheni amhurt,Potential Suicide post ,great wonderful worth except enough anyones first choice everyone tell wonderful enough loved like love others put aside everything people crazy hold job nothing really loved entitled dont even right die term asshole angry upset people treat like shit cant bothered wheni amhurt
"why do i destroy all my opportunities? am i going to kill myself on accident? if i only get worse, does that mean aâ¦ https://t.co/Ur1sapAyLo",Potential Suicide post ,destroy opportunity going kill accident get worse mean
@MonicaLewinsky @VanityFair Who cares? It happened and it is in the past. You have nothing to apologize for. Hillarâ¦ https://t.co/7hCvOUANCm,Potential Suicide post ,care happened past nothing apologize hillar
@misspolyamory maybe more hugs is what i need,Not Suicide post,maybe hug need
Guess who just posted on Universal Causality? ME! http://universalcausality.wordpress.com/2009/04/07/thoughts-in-the-mens-room/,Not Suicide post,guess posted universal causality
GOD FUCK IM A DUMB FUCKING IDIOT WHO CALLED OUT PERSONAL INSTEAD OF SICK GUESS WHOS GETTING THEIR THIRD REPRIMAND Sâ¦ https://t.co/r9W52o6LNY,Potential Suicide post ,god fuck im dumb fucking idiot called personal instead sick guess who getting third reprimand
"@Wiggly I do I thank them for example when their code doesn't have many bugs, or when they make it easy for me to automate.",Not Suicide post,thank example code doesnt many bug make easy automate
and that's why we are in the classrooms working with them. Right?,Not Suicide post,thats classroom working right
Like all I want to do is shove a knife into my fucking stomach I hate myself so god damn much,Potential Suicide post ,like want shove knife fucking stomach hate god damn much
@MiaMiaDC - Good morning!,Not Suicide post,good morning
i hate that iâm not okay. i hate that i fucking want to kill myself but donât bc i donât want to leave my family stâ¦ https://t.co/QKmnrE63Ea,Potential Suicide post ,hate im okay hate fucking want kill dont bc dont want leave family st
"@Sannymoorby,,Is it horrible of me that i want to commit #suicide, that i dont want to be here anymore",Potential Suicide post ,horrible want commit dont want anymore
@AuntieCelene I think I'm going to try making those newspaper thingies this year. Got a lot of herbs to grow!,Not Suicide post,think im going try making newspaper thingies year got lot herb grow
Is on the train more shopping Yay,Not Suicide post,train shopping yay
Gooooooood morning!,Not Suicide post,gooooooood morning
is about to do paper works at the eve of his birthnight! http://plurk.com/p/n0t0c,Not Suicide post,paper work eve birthnight
overwhelmed and enjoy it,Not Suicide post,overwhelmed enjoy
@helloitsliam todd loves steps,Not Suicide post,todd love step
@_aang21 I love you I love you ð¥â¤ï¸,Not Suicide post,love love
Chillin with Lucy...beautiful day today,Not Suicide post,chillin lucybeautiful day today
@maufeitioblog obviously,Not Suicide post,obviously
i wanna go to sleep forever and never wake up im so tired,Potential Suicide post ,wan na go sleep forever never wake im tired
@danielhilton I know that's real. My bf fell asleep &amp; I'm editing video... XO,Not Suicide post,know thats real bf fell asleep amp im editing video xo
can't find any nice words for a .tel domain http://wortsuchen.de/ends-with-by-length/tel/ haha,Not Suicide post,cant find nice word tel domain haha
"@emwinward I hate myself, and my damn autocorrect ð",Potential Suicide post ,hate damn autocorrect
is off to Dundrum with Martin,Not Suicide post,dundrum martin
@lucyinglis I had to unexpectedly put down one of my rabbits last week and it hurts like hell. It's bad enough whenâ¦ https://t.co/txOkQtHTs4,Potential Suicide post ,unexpectedly put one rabbit last week hurt like hell bad enough
just got out of the shower. nothing says 'wake up' like body lotion in your hair,Not Suicide post,got shower nothing say wake like body lotion hair
@samotage what was channel and time of prog politicians with no formal training bathe in SIMPLEXITY a la CNUTROY!!!!,Not Suicide post,channel time prog politician formal training bathe simplexity la cnutroy
after im gonna have a lok in d argos catalouge 4 summ bday pressies or look online,Not Suicide post,im gon na lok argo catalouge summ bday pressies look online
"is reading through some interesting articles on our own Extranet, surprisingly good stuff",Not Suicide post,reading interesting article extranet surprisingly good stuff
@suitelifeofkell and then i stole that shirt. and sold it on ebay,Not Suicide post,stole shirt sold ebay
@MissxMarisa Oh sounds like a top movie Really? I don't know who that is but they should hah.,Not Suicide post,oh sound like top movie really dont know hah
Morninggggg how am i just up now when my alarm went off two hours a go...,Not Suicide post,morninggggg alarm went two hour go
@Schofe You too,Not Suicide post,
I only have like few of thesis chapter to go and like its oso like already filled in but my lazy ass being extra daâ¦ https://t.co/6Y6UzBwbsR,Potential Suicide post ,like thesis chapter go like oso like already filled lazy as extra da
watching Arthur cos I'm way cool,Not Suicide post,watching arthur co im way cool
RT @8BitSlothiness: @nickmon1112 Can this please be over with? I'm tired of everything from @discordapp to my coffee maker have a popup telâ¦,Potential Suicide post ,rt please im tired everything coffee maker popup tel
"@juliankimmings My commiserations, is it as bad as I had heard it is?",Not Suicide post,commiseration bad heard
Somebody just please kill me before my life gets any more stupid?,Potential Suicide post ,somebody please kill life get stupid
"@jaredleto hey ho, jared! I'm vegan too...hope you're all right",Not Suicide post,hey ho jared im vegan toohope youre right
Eating kebab in the sun. Sounds like a bad song title. Ha! That one too,Not Suicide post,eating kebab sun sound like bad song title ha one
Thanks @unltdworld and @danlehner for the Enternships.com plugs,Not Suicide post,thanks enternshipscom plug
"IVE LOST A LOT OF INTEREST IN NASCAR AND DONT THINK I WILL TWEET FROM HERE MUCH ANYMORE. IF YOU STILL WANT TO BE FRIENDS OR SOMETHING, YOU CAN FOLLOW MY LESS POPULAR TWITTER PAGE: @gutcheez. WE CAN BE FRIENDS THERE.",Potential Suicide post ,ive lost lot interest nascar dont think tweet much anymore still want friend something follow le popular twitter page friend
wow i want to die! somebody fucking kill me! PLEASE! https://t.co/oyySkOcTE0,Potential Suicide post ,wow want die somebody fucking kill please
@zergmoney tweet dreams,Not Suicide post,tweet dream
Playing the clarinet makes me happy,Not Suicide post,playing clarinet make happy
Found st thomas'and waiting,Not Suicide post,found st thomasand waiting
RT @MrEdTrain: #NeverForget who keeps you &amp; your family safe &amp; free ðºð¸ @USMC @USARMY @USNAVY @USAF @USCG https://t.co/z21HWgPaYn,Not Suicide post,rt keep amp family safe amp free
